asa_grav [m²/g],asa_vol [m²/cm³],av_vf,pore_volume [cm³/g],density [g/cm³],nexc [wt. %],uptake_grav [wt. %],uptake_vol [g H2/L],metal1,metal2,metal3,csd_ref,name1,name2,name3,oms,lcd [Å],pld [Å],LFPD [Å]
2275.65,1875.6,0.74,0.89,0.82,4.19,5.65,49.33,Cu,,,JOCWIJ,"[""4H-1,2,4-triazol-4-ylacetate""]",,,Yes,13.9,5.51,13.9
2909.44,2053.08,0.76,1.07,0.71,4.99,6.71,50.75,Cu,,,CAJQEL,"[""5,5',5'',5'''-(1,2,4,5-Benzenetetramethoxy)tetraisophthalate)"", ""5,5',5'',5'''-(benzene-1,2,4,5-tetrayltetrakis(methyleneoxy))tetraisophthalate""]",,,Yes,13.94,8.23,13.94
3704.11,2159.7,0.78,1.34,0.58,5.98,8.12,51.56,Cu,,,FOPFAS,"[""1,3,5-tris(3',5'-dicarboxylate-1,1'-biphenyl-4-yl)benzene""]",,,Yes,20.99,6.62,20.99
3324.4,2320.47,0.75,1.07,0.7,5.51,7.07,53.14,Zr,,,EMIYUW,"[""3,3',5,5'-tetrakis(4-carboxylatephenyl)-1,1'-biphenyl"", ""biphenyl-3,3',5,5'-tetra-(phenyl-4-carboxylate)""]",,,Yes,10.62,7.98,10.62
3308.64,2309.15,0.71,1.01,0.7,5.49,6.9,51.71,Cu,,,KIJRUS,"[""3,3',5,5'-tetrakis(4-carboxylatephenyl)-1,1'-biphenyl"", ""biphenyl-3,3',5,5'-tetra-(phenyl-4-carboxylate)""]",,,Yes,12.14,7.11,11.61
5219.56,2285.29,0.82,1.86,0.44,7.8,10.72,52.57,Cu,,,NAFSOF,"[""3,3',5,5'-tetrakis(4-carboxylatephenyl)-1,1'-biphenyl"", ""biphenyl-3,3',5,5'-tetra-(phenyl-4-carboxylate)""]",,,Yes,10.41,8.32,10.41
4747.79,2968.14,0.74,1.18,0.63,7.24,8.59,58.77,Cu,,,UMOYOM,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,8.83,5.24,8.83
4764.07,2962.67,0.74,1.19,0.62,7.26,8.63,58.76,Cu,,,UMOYOM01,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,8.81,5.26,8.78
4821.52,2959.15,0.74,1.2,0.61,7.33,8.71,58.54,Cu,,,UMOYOM02,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,8.68,5.27,8.68
4921.73,2816.69,0.76,1.32,0.57,7.45,9.1,57.32,Cu,,,UMOYOM03,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,9.54,5.34,9.54
4967.52,2833.6,0.75,1.32,0.57,7.5,9.14,57.4,Cu,,,UMOYOM04,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,9.18,5.35,9.18
4854.31,2969.67,0.73,1.19,0.61,7.37,8.71,58.36,Cu,,,UMOYOM05,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,8.73,5.24,8.73
5193.56,2828.76,0.76,1.4,0.54,7.77,9.54,57.42,Cu,,,UMOYOM06,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,9.27,5.36,9.27
5154.28,2791.87,0.77,1.42,0.54,7.72,9.56,57.22,Cu,,,UMOYOM07,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,9.76,5.37,9.54
4909.89,2688.94,0.76,1.4,0.55,7.43,9.3,56.16,Cu,,,UMOYOM08,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,9.66,5.42,9.66
4950.95,2871.76,0.75,1.3,0.58,7.48,9.08,57.9,Cu,,,UMOYOM09,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,9.17,5.32,9.17
4897.84,2853.3,0.75,1.28,0.58,7.42,8.98,57.48,Cu,,,UMOYOM10,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,9.3,5.31,9.3
4729.69,2929.2,0.72,1.17,0.62,7.22,8.55,57.92,Cu,,,UMOYOM11,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,8.68,5.21,8.68
4878.33,2923.9,0.75,1.25,0.6,7.4,8.89,58.45,Cu,,,UMOYOM12,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,10.2,5.49,10.2
4271.07,2892.06,0.71,1.05,0.68,6.67,7.86,57.76,Cu,,,UMOYOM13,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,8.09,5.15,6.22
4062.77,2883.03,0.69,0.98,0.71,6.41,7.53,57.82,Cu,,,UMOYOM14,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,7.7,5.09,6.17
3746.04,2757.31,0.68,0.93,0.74,6.03,7.1,56.26,Cu,,,UMOYOM15,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,7.15,5.04,6.09
3108.79,2424.82,0.66,0.85,0.78,5.24,6.28,52.3,Cu,,,UMOYOM16,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,7.63,5.02,6.06
3227.93,2435.06,0.68,0.89,0.75,5.39,6.5,52.44,Cu,,,UMOYOM17,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,7.21,5,5.98
2917.33,2359.81,0.66,0.82,0.81,5,6.03,51.91,Cu,,,UMOYOM18,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,7.83,5,6.01
2693.03,2182.71,0.66,0.81,0.81,4.72,5.8,49.92,Cu,,,UMOYOM19,"[""4,4'-Di-isopropoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl""]",,,Yes,7.41,4.99,5.87
2630.17,1897.63,0.72,1,0.72,4.64,6.27,48.26,Zn,,,ETAXUT,"[""4,4'-Buta-1,3-diyne-1,4-diyldibenzoate""]",,,Yes,12.89,7.94,12.89
3858.42,2169.18,0.79,1.41,0.56,6.17,8.44,51.83,Zn,,,MUDTAH,"[""1,3,5-tris((3,5-Dicarboxylatephenyl)ethynyl)benzene""]",,,Yes,18.89,6.63,18.89
3853,2154.91,0.79,1.41,0.56,6.16,8.44,51.53,Cu,,,MUDTEL,"[""1,3,5-tris((3,5-Dicarboxylatephenyl)ethynyl)benzene""]",,,Yes,19.1,6.59,18.85
2991.9,2303.76,,0.92,0.77,5.1,6.37,52.41,Cu,,,AMUWIP,"[""4,4'-biphenyl-4,4'-diyldipyridine""]",,,No,,,
3147.04,1977.63,0.7,1.12,0.63,5.29,7.05,47.69,Mg,,,MUDLON,"[""N,N,N',N'-tetrakis(4-carboxylatephenyl)biphenyl-4,4'-diamine""]",,,Yes,10.7,8.31,10.7
5140.9,1875.05,0.86,2.36,0.36,7.71,11.89,49.21,Zn,,,VAGMAT,"[""4,4',4'',4'''-(Biphenyl-4,4'-diyldinitrilo)tetrabenzoate""]",,,Yes,14.92,13.26,14.92
5189.2,1827.73,0.86,2.45,0.35,7.76,12.14,48.69,Zn,,,VAGMEX,"[""4,4',4'',4'''-(Biphenyl-4,4'-diyldinitrilo)tetrabenzoate""]",,,Yes,15.28,14.49,15.28
5192.05,1896.05,0.85,2.34,0.37,7.77,11.88,49.23,Zn,,,XAFFAN,"[""4,4',4'',4'''-(Biphenyl-4,4'-diyldinitrilo)tetrabenzoate""]",,,Yes,14.91,13.24,14.91
5152.99,1854.43,0.85,2.36,0.36,7.72,11.9,48.6,Zn,,,XAFFER,"[""4,4',4'',4'''-(Biphenyl-4,4'-diyldinitrilo)tetrabenzoate""]",,,Yes,14.22,13.29,14.22
5118.95,1878.61,0.85,2.3,0.37,7.68,11.73,48.75,Cu,,,XAFFOB,"[""4,4',4'',4'''-(Biphenyl-4,4'-diyldinitrilo)tetrabenzoate""]",,,Yes,14.84,13.17,14.84
5120.87,1685.62,0.87,2.65,0.33,7.68,12.57,47.33,Cu,,,XAFFUH,"[""4,4',4'',4'''-(Biphenyl-4,4'-diyldinitrilo)tetrabenzoate""]",,,Yes,23.73,19.64,23.73
3143.05,1979.75,0.78,1.24,0.63,5.28,7.37,50.14,Zn,,,BAWROI,"[""5-(4-carboxyphenyl)-1,2,3-triazolate""]",,,Yes,13.55,9.13,13.55
3751.27,1917.15,0.85,1.66,0.51,6.03,9,50.56,Zn,,,VEBHUG,"[""thiene[3,2-b]thiophene-2,5-dicarboxylate"", ""thieno[3,2-b]thiophene-2,5-dicarboxylate""]",,,No,17.3,9.82,17.3
2760.47,2328.1,0.71,0.84,0.84,4.81,5.95,53.31,Cu,,,PUBSAH,"[""2',5'-Difluoro-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,11.34,4.82,11.34
2500.02,2386.36,0.66,0.69,0.95,4.48,5.3,53.43,Zn,,,AVESOL,"[""1,1':3',1''-terphenyl-3,3'',5,5',5''-pentacarboxylate"", ""5'-carboxy-1,1':3',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,5.87,4.28,5.85
2858.15,2192.56,0.72,0.94,0.77,4.93,6.31,51.65,Cu,,,VOGPEO,"[""1,1':3',1''-terphenyl-3,3'',5,5',5''-pentacarboxylate"", ""5'-carboxy-1,1':3',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,11.06,7.01,10.18
3030.79,2372.61,0.73,0.93,0.78,5.14,6.43,53.83,Cu,,,BEXVEH,"[""5-(3,5-dicarboxybenzyloxy)isophthalate"", ""5-(3,5-Dicarboxylatebenzyloxy)isophthalate""]",,,Yes,9.98,6.16,9.95
2750.17,2434.41,0.75,0.85,0.89,4.79,5.96,56.14,Cd,,,BEXVIL,"[""5-(3,5-dicarboxybenzyloxy)isophthalate"", ""5-(3,5-Dicarboxylatebenzyloxy)isophthalate""]",,,Yes,8.77,6.7,8.75
3007.23,2351.03,0.73,0.93,0.78,5.11,6.41,53.58,Cu,,,BIPBAF,"[""5-(3,5-dicarboxybenzyloxy)isophthalate"", ""5-(3,5-Dicarboxylatebenzyloxy)isophthalate""]",,,Yes,10.29,6.42,10.29
2738.65,1469.43,0.76,1.41,0.54,4.78,7.48,43.37,Mg,,,RAVWAO,"[""3,3''-Dioxido-2',5'-dimethyl-1,1':4',1''-terphenyl-4,4''-dicarboxylate""]",,,Yes,17.93,17.51,17.93
2533.66,2279.39,0.69,0.77,0.9,4.52,5.55,52.83,Cu,,,KARNID,"[""5,5'-carbonylbis(benzene-1,3-dicarboxylate)""]",,,Yes,13.04,6.78,13.04
4503.64,2031.86,0.8,1.78,0.45,6.95,9.94,49.77,Fe,,,TOVJIZ,"[""2-hydroxy-benzene-1,3,5-tris(4-benzoate)""]",,,Yes,12.65,8.29,12.64
3697.93,2287.3,0.77,1.25,0.62,5.97,7.88,52.92,Cu,,,LUYHAP,"[""5,5'-(Butadiyne-1,4-diyl)diisophthalate"", ""1,4-bis(3,5-Dicarboxylatephenyl)buta-1,3-diyne""]",,,Yes,12.06,6.74,12.06
3706.27,2230,0.78,1.3,0.6,5.98,8.02,52.47,Cu,,,RUVKAV,"[""5,5'-(Butadiyne-1,4-diyl)diisophthalate"", ""1,4-bis(3,5-Dicarboxylatephenyl)buta-1,3-diyne""]",,,Yes,11.95,7.15,11.95
4288.89,1927.35,0.83,1.84,0.45,6.69,9.91,49.44,Cu,,,NIBHUC,"[""s-Heptazine-2,5,8-triyltribenzoate""]",,,Yes,18.87,11.87,18.87
5321.22,1188.94,0.91,4.07,0.22,7.92,15.99,42.51,Cu,,,NIBJAK,"[""s-Heptazine-2,5,8-triyltribenzoate""]",,,Yes,32,17.55,32
2298.89,2206.02,0.67,0.69,0.96,4.22,5.11,51.66,Zn,,,MAGBAZ,"[""5-phosphonoisophthalate"", ""5-phosphonobenzene-1,3-dicarboxylate""]",,,No,7.74,4.26,7.74
4982.37,2112.55,0.81,1.92,0.42,7.52,10.68,50.69,Mn,,,RAYMOV,"[""1,3,5-tris(3,5-di(4-carboxylatephenyl)phenyl)benzene"", ""1,3,5-tris(3,5-bis(4-carboxyphenyl)phenyl)benzene""]",,,Yes,13.9,9.66,13.68
3939.01,1899.59,0.81,1.67,0.48,6.26,9.19,48.77,Zr,Zn,,JOZWOM,"[""5,10,15,20-tetrakis(4'-carboxylatebiphenyl-4-yl)porphyrin-21,23-diyl""]",,,Yes,22.17,8.69,22.17
2279.51,1967.74,0.61,0.7,0.86,4.2,5.12,46.57,Cd,,,SUFBAY,"[""4,4'-(2,8-Di-t-butyl-4,10-dihydroimidazo[4',5':9,10]pyreno[4,5-d]imidazole-5,11-diyl)dibenzoate""]",,,No,6.49,4.43,6.49
4876.5,1997.19,0.83,2.02,0.41,7.39,10.84,49.8,Ni,,,BIBXOB,"[""4,4'-(benzene-1,4-diyldiethyne-2,1-diyl)bis(pyrazolyl)""]",,,No,19.69,7.99,19.69
2340.05,1430.17,0.75,1.22,0.61,4.27,6.62,43.29,Mg,,,RAVVUH,"[""3,3'-Dioxidobiphenyl-4,4'-dicarboxylate""]",,,Yes,17.18,16.38,17.18
4736.79,1892.74,0.84,2.09,0.4,7.23,10.9,48.9,Fe,,,TOVJEV,"[""1,3,5-tris(benzoate)-2-aminebenzene"", ""2,4,6-tris(4-Carboxylatephenyl)aniline"", ""2-amine-benzene-1,3,5-tris(4-benzoate)""]",,,Yes,13.68,10.37,13.68
3737.01,1428.23,0.85,2.23,0.38,6.02,10.44,44.57,Zr,,,EMIZAD,"[""2,5,8,11-tetrakis(4-Carboxylatephenyl)perylene""]",,,Yes,35.59,34.51,35.59
2453.3,2105.18,0.71,0.83,0.86,4.42,5.64,51.3,Cu,,,LAZXIV,"[""2-Methylbenzene-1,3,5-tricarboxylate""]",,,Yes,10.91,7.24,10.91
4885.64,1867.98,0.85,2.21,0.38,7.4,11.32,48.8,Cu,,,HABRAF,"[""1,3,5-tris(4-(3,5-Dicarboxylatephenylethynyl)phenyl)benzene"", ""1,3,5-tris(4-(2-(3,5-Dicarboxylatephenyl)ethynyl)phenyl)benzene""]",,,Yes,24.31,9.04,24.31
4610.6,1874.4,0.83,2.05,0.41,7.08,10.7,48.72,Cu,,,LURRIA,"[""1,3,5-tris(4-(3,5-Dicarboxylatephenylethynyl)phenyl)benzene"", ""1,3,5-tris(4-(2-(3,5-Dicarboxylatephenyl)ethynyl)phenyl)benzene""]",,,Yes,22.37,9.74,15.86
2599.3,2179.96,0.72,0.85,0.84,4.6,5.83,51.9,Cu,,,LECFAC,"[""5-(4H-1,2,4-Triazol-4-yl)isophthalate""]",,,Yes,9.82,4.44,9.81
2513.74,2218.78,0.71,0.8,0.88,4.49,5.61,52.48,Cu,,,LECFEG,"[""5-(4H-1,2,4-Triazol-4-yl)isophthalate""]",,,Yes,9.37,4.37,9.37
2480.12,2339.38,0.71,0.75,0.94,4.45,5.44,54.28,Cd,,,ICEGED,"[""5-[4-(1H-tetrazol-5-yl)phenyl]tetrazol"", ""5,5'-(1,4-phenylene)bis(1H-tetrazole)""]",,,Yes,7.44,6.42,7.44
2092.05,1939.79,0.71,0.76,0.93,3.96,5.12,50,Cd,,,TAQGEZ,"[""5-[4-(1H-tetrazol-5-yl)phenyl]tetrazolate""]",,,No,8.39,8.26,8.39
2580.86,2276.97,0.68,0.77,0.88,4.58,5.59,52.23,Zn,,,VEMMAC,"[""1,4-Benzeneditetrazolate""]",,,Yes,7.1,6.1,7.04
2779.48,2268.41,0.68,0.83,0.82,4.83,5.93,51.49,Mn,,,VEMMEG,"[""1,4-Benzeneditetrazolate""]",,,Yes,7.14,6.23,7.14
2398.01,1733.84,0.74,1.02,0.72,4.35,6.12,47.12,Mn,,,VEMMIK,"[""1,4-Benzeneditetrazolate""]",,,Yes,14.01,13.17,14.01
2145.04,1844.22,0.7,0.82,0.86,4.03,5.33,48.44,Cu,,,VEMMOQ,"[""1,4-Benzeneditetrazolate""]",,,Yes,8.84,8.58,8.83
2579.28,1836.8,0.7,0.99,0.71,4.58,6.2,47.05,Cu,,,DOKDEN,"[""bis(4-carboxylatebenzyl)amine""]",,,No,15.14,13.44,15.14
4334.67,2659.69,0.76,1.24,0.61,6.74,8.4,56.26,Co,,,CEKHIL,"[""5,5'-(Benzene-1,4-diylbis(carbonylimino))dibenzene-1,3-dicarboxylate"", ""5,5'-[benzene-1,4-diylbis(carbonylimino)]dibenzene-1,3-dicarboxylate"", ""5,5'-(1,4-phenylenebis(carbonylimino))diisophthalate""]",,,Yes,8.91,6.79,8.81
2550.36,2444.88,0.74,0.77,0.96,4.54,5.56,56.45,Cu,,,GEYFIB,"[""5,5'-(Benzene-1,4-diylbis(carbonylimino))dibenzene-1,3-dicarboxylate"", ""5,5'-[benzene-1,4-diylbis(carbonylimino)]dibenzene-1,3-dicarboxylate"", ""5,5'-(1,4-phenylenebis(carbonylimino))diisophthalate""]",,,Yes,12.36,5.62,12.36
3813.84,1903.11,0.79,1.58,0.5,6.11,8.85,48.43,Zn,,,XOXMED,"[""N,N'-bis(4-carboxylate-2,6-dimethylphenyl)naphthalene-1,8:4,5-tetracarboxydiimide""]",,,Yes,15.2,12.49,14.69
2781.99,1942.39,0.75,1.08,0.7,4.83,6.62,49.53,Zn,,,YOZQAG,"[""5,5-Dioxodibenzo(b,d)thiophene-3,7-dicarboxylate"", ""4,4'-bi-benzoate-2,2'-sulfone""]",,,Yes,13.28,8.89,13.28
2199.54,1910.02,0.66,0.76,0.87,4.1,5.21,47.77,Zn,,,OJORUC,"[""2,5-dianilinoterephthalate""]",,,Yes,8.32,3.82,7.22
3073.15,1434.98,0.84,1.81,0.47,5.2,8.82,45.17,Cu,,,BIWSEG,"[""2,4,6-tris-(4-(Tetrazol-5-yl)phenyl)benzene""]",,,Yes,29.74,11.97,29.74
2231.69,2008.9,0.65,0.72,0.9,4.14,5.13,48.69,Zn,Si,,BOLPAU,"[""4-[tris(4-carboxyphenyl)silyl]benzoate"", ""4,4',4''-((4-Carboxyphenyl)silanetriyl)tribenzoate"", ""tetrakis(4-carboxylatephenyl)silane"", ""4,4',4'',4'''-Silanetetrayltetrabenzoate""]",,,Yes,7.91,5.1,7.56
4076.29,2335.96,0.78,1.36,0.57,6.43,8.49,53.2,Si,Cu,,ENITAX,"[""4-[tris(4-carboxyphenyl)silyl]benzoate"", ""4,4',4''-((4-Carboxyphenyl)silanetriyl)tribenzoate"", ""tetrakis(4-carboxylatephenyl)silane"", ""4,4',4'',4'''-Silanetetrayltetrabenzoate""]",,,Yes,10.08,7.22,10.08
4163.57,2299.01,0.78,1.42,0.55,6.54,8.73,52.78,Si,Zn,,ODIXEG,"[""4-[tris(4-carboxyphenyl)silyl]benzoate"", ""4,4',4''-((4-Carboxyphenyl)silanetriyl)tribenzoate"", ""tetrakis(4-carboxylatephenyl)silane"", ""4,4',4'',4'''-Silanetetrayltetrabenzoate""]",,,Yes,10.36,7.47,10.26
3571.55,2208.53,0.76,1.24,0.62,5.81,7.75,51.92,Si,Zn,,ODODUI,"[""4-[tris(4-carboxyphenyl)silyl]benzoate"", ""4,4',4''-((4-Carboxyphenyl)silanetriyl)tribenzoate"", ""tetrakis(4-carboxylatephenyl)silane"", ""4,4',4'',4'''-Silanetetrayltetrabenzoate""]",,,Yes,11,7.64,10.86
2401.98,2071.68,0.66,0.76,0.86,4.35,5.4,49.22,Fe,Si,,TOVJUL,"[""4-[tris(4-carboxyphenyl)silyl]benzoate"", ""4,4',4''-((4-Carboxyphenyl)silanetriyl)tribenzoate"", ""tetrakis(4-carboxylatephenyl)silane"", ""4,4',4'',4'''-Silanetetrayltetrabenzoate""]",,,Yes,7.14,5.3,7.14
2505.4,2109.15,0.72,0.85,0.84,4.48,5.74,51.3,Si,Zr,,XUBGUY,"[""4-[tris(4-carboxyphenyl)silyl]benzoate"", ""4,4',4''-((4-Carboxyphenyl)silanetriyl)tribenzoate"", ""tetrakis(4-carboxylatephenyl)silane"", ""4,4',4'',4'''-Silanetetrayltetrabenzoate""]",,,Yes,11.93,6.18,10.44
2700.41,2214.4,0.68,0.83,0.82,4.73,5.86,51.08,Cu,,,MUKQUG,"[""2',5'-Dimethyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,11.38,4.47,11.29
2643.34,2176.06,0.68,0.82,0.82,4.66,5.78,50.54,Cu,,,PUBSEL,"[""2',5'-Dimethyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,11.39,4.46,11.39
3400.01,2685.32,0.7,0.89,0.79,5.6,6.65,56.28,Zn,,,JUXFOZ,"[""2',3',5',6'-tetramethyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,6.56,5.02,6.56
3109.67,2601.4,0.66,0.79,0.84,5.24,6.17,55.01,Co,,,NASREH,"[""2',3',5',6'-tetramethyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,7.1,4.41,7.1
2877.3,2450.87,0.68,0.8,0.85,4.95,5.94,53.79,Cu,,,NASRIL,"[""2',3',5',6'-tetramethyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,7.12,4.95,7.12
2206.31,2072.64,0.69,0.73,0.94,4.1,5.14,50.87,Cu,,,PUBSIP,"[""2',3',5',6'-Tetrafluoro-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,11.36,4.9,11.36
4179.02,1820.41,0.85,1.94,0.44,6.56,10.07,48.8,Cu,,,ADASEF,"[""4'-(1H-tetrazol-5-yl)biphenyl-3,5-dicarboxylate""]",,,Yes,21.62,10.92,17.57
2551.28,2289.34,0.67,0.75,0.9,4.54,5.51,52.29,Cu,Si,,ASOSUY,"[""5,5'-(dimethylsilanediyl)di(benzene-1,3-dicarboxylate)""]",,,Yes,9,4.33,8.8
4441.79,2617.83,0.77,1.31,0.59,6.87,8.67,55.97,Zn,,,GAHWIX,"[""4,4',4''-(benzene-1,3,5-triyltris(carbonylimino))tribenzoate"", ""4,4',4''-[1,3,5-benzenetriyltris(carbonylimino)]tribenzoate""]",,,Yes,10.08,7.18,10.08
3544.68,1832.88,0.8,1.55,0.52,5.78,8.54,48.29,Cu,,,PELRIJ,"[""4,4',4''-(benzene-1,3,5-triyltris(carbonylimino))tribenzoate"", ""4,4',4''-[1,3,5-benzenetriyltris(carbonylimino)]tribenzoate""]",,,Yes,21.56,10.38,21.54
5712.98,1594.77,0.88,3.16,0.28,8.38,14.22,46.27,Cu,,,GAGZEV,"[""1,3,5-tris(2-(4-(2-(3,5-Dicarboxylatephenyl)ethynyl)phenyl)ethynyl)benzene"", ""1,3,5-Tris[(1,3-carboxylate-5-(4-(ethynyl)phenyl))ethynyl]benzene""]",,,Yes,28.67,11.54,28.67
5688.62,1646.58,0.87,3.02,0.29,8.35,13.88,46.64,Cu,,,HABQUY,"[""1,3,5-tris(2-(4-(2-(3,5-Dicarboxylatephenyl)ethynyl)phenyl)ethynyl)benzene"", ""1,3,5-Tris[(1,3-carboxylate-5-(4-(ethynyl)phenyl))ethynyl]benzene""]",,,Yes,25.72,12.09,18.82
3387.58,2644.49,0.71,0.91,0.78,5.59,6.7,56.02,Cu,,,IXAKAU,"[""5-(3-Pyridyl)isophthalate""]",,,Yes,6.36,5.95,6.34
2405.35,2203.56,0.64,0.7,0.92,4.36,5.23,50.59,Zn,,,HAMJOW,"[""5-((Pyridin-4-ylcarbonyl)amine)benzene-1,3-dicarboxylate"", ""5-((4-carboxylatephenyl)ethynyl)benzene-1,3-dicarboxylate"", ""5-[(4-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5-((4-carboxylatephenyl)ethynyl)isophthalate""]",,,Yes,5.98,5.67,5.97
4068.08,2054.21,0.82,1.62,0.5,6.42,9.16,50.94,Cu,,,OGEBAF01,"[""5-((Pyridin-4-ylcarbonyl)amine)benzene-1,3-dicarboxylate"", ""5-((4-carboxylatephenyl)ethynyl)benzene-1,3-dicarboxylate"", ""5-[(4-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5-((4-carboxylatephenyl)ethynyl)isophthalate""]",,,Yes,14.75,10.55,14.75
2176.48,2004.83,0.71,0.77,0.92,4.07,5.22,50.75,Cd,,,RESDUQ,"[""5-((Pyridin-4-ylcarbonyl)amine)benzene-1,3-dicarboxylate"", ""5-((4-carboxylatephenyl)ethynyl)benzene-1,3-dicarboxylate"", ""5-[(4-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5-((4-carboxylatephenyl)ethynyl)isophthalate""]",,,Yes,9.24,8.42,9.24
3085.88,2610.44,0.71,0.84,0.85,5.21,6.24,56.26,Zn,,,UBUMAH,"[""5-((Pyridin-4-ylcarbonyl)amine)benzene-1,3-dicarboxylate"", ""5-((4-carboxylatephenyl)ethynyl)benzene-1,3-dicarboxylate"", ""5-[(4-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5-((4-carboxylatephenyl)ethynyl)isophthalate""]",,,Yes,7.09,6.41,6.96
2321.59,2177.49,0.72,0.76,0.94,4.25,5.33,52.76,Cd,,,DAKVIW,"[""5-(3-(3,5-dicarboxyphenoxy)-2,2-bis((3,5-dicarboxylatephenoxy)methyl)propoxy)benzene-1,3-dicarboxylate"", ""tetrakis((3,5-dicarboxylatephenoxy)methyl)methane"", ""5-(3-(3,5-Dicarboxyphenoxy)-2,2-bis((3,5-dicarboxyphenoxy)methyl)propoxy)isophthalate"", ""tetrakis((3,5-Dicarboxylatephenyl)oxymethyl)methane""]",,,Yes,10.56,5.76,10.53
2613.52,2128.52,0.71,0.87,0.81,4.62,5.9,51.03,Zn,,,DAKVOC,"[""5-(3-(3,5-dicarboxyphenoxy)-2,2-bis((3,5-dicarboxylatephenoxy)methyl)propoxy)benzene-1,3-dicarboxylate"", ""tetrakis((3,5-dicarboxylatephenoxy)methyl)methane"", ""5-(3-(3,5-Dicarboxyphenoxy)-2,2-bis((3,5-dicarboxyphenoxy)methyl)propoxy)isophthalate"", ""tetrakis((3,5-Dicarboxylatephenyl)oxymethyl)methane""]",,,Yes,10.83,6.67,9.96
2568.89,2120.6,0.7,0.85,0.83,4.56,5.8,50.83,Cu,,,DAKVUI,"[""5-(3-(3,5-dicarboxyphenoxy)-2,2-bis((3,5-dicarboxylatephenoxy)methyl)propoxy)benzene-1,3-dicarboxylate"", ""tetrakis((3,5-dicarboxylatephenoxy)methyl)methane"", ""5-(3-(3,5-Dicarboxyphenoxy)-2,2-bis((3,5-dicarboxyphenoxy)methyl)propoxy)isophthalate"", ""tetrakis((3,5-Dicarboxylatephenyl)oxymethyl)methane""]",,,Yes,10.79,6.61,10.65
